ISRN_KIND_DTCD,ISRN_KIND_ITCD,ISRN_KIND_SALE_NM,PROD_DTCD,PROD_ITCD,PROD_SALE_NM,ISRN_TERM_INQY_CODE,PAYM_TERM_INQY_CODE,ISRN_TERM_DVSN_CODE,ISRN_TERM,PAYM_TERM_DVSN_CODE,PAYM_TERM,MINU_MIN_AG,MINU_MAX_AG,MIN_FPIN,MAX_FPIN,FPIN_DVSN_CODE,MINU_GNDR_CODE,STAR_CTDT,END_CTDT,MIN_SPIN_STRT_AG,MAX_SPIN_STRT_AG,SPIN_STRT_AG_DVSN_CODE,AINU_MIN_AG,AINU_MAX_AG,MIN_MTPM_PREM,MAX_MTPM_PREM,CHLR_ODN1_MIN_AG,CHLR_ODN1_MAX_AG,MNTH_PAYM_YN,AINU_GNDR_CODE,MIN_PAYM_CYCL_VAL,MAX_PAYM_CYCL_VAL,PAYM_CYCL_DVSN_CODE,CHLR_ODN1_GNDR_CODE,MIN_POLR_AG,MAX_POLR_AG,CRTN_GURT_OTPY_TERM,CHLR_ODN2_MIN_AG,CHLR_ODN2_MAX_AG,MIN_DPND_AG,MAX_DPND_AG,PURT_RSTY_YN,BEFO_CNTC_MIN_ISRN_TERM,BEFO_CNTC_MAX_ISRN_TERM,BEFO_CNTC_ISRN_TERM_DVSN_CODE
1772,31,한화생명 e연금저축보험 확정기간연금형(15년) 무배당,1772,31,한화생명 e연금저축보험 확정기간연금형(15년) 무배당,X95,X80,X,95,X,80,,,,,,,,,80,80,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X75,N5,X,75,N,5,,,,,,,,,55,55,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X75,N7,X,75,N,7,,,,,,,,,55,55,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X75,N10,X,75,N,10,,,,,,,,,55,55,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X75,N15,X,75,N,15,,,,,,,,,55,55,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X75,N20,X,75,N,20,,,,,,,,,55,55,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X75,X55,X,75,X,55,,,,,,,,,55,55,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X76,N5,X,76,N,5,,,,,,,,,56,56,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X76,N7,X,76,N,7,,,,,,,,,56,56,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X76,N10,X,76,N,10,,,,,,,,,56,56,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X76,N15,X,76,N,15,,,,,,,,,56,56,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X76,N20,X,76,N,20,,,,,,,,,56,56,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X76,X56,X,76,X,56,,,,,,,,,56,56,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X77,N5,X,77,N,5,,,,,,,,,57,57,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X77,N7,X,77,N,7,,,,,,,,,57,57,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X77,N10,X,77,N,10,,,,,,,,,57,57,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X77,N15,X,77,N,15,,,,,,,,,57,57,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X77,N20,X,77,N,20,,,,,,,,,57,57,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X77,X57,X,77,X,57,,,,,,,,,57,57,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X78,N5,X,78,N,5,,,,,,,,,58,58,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X78,N7,X,78,N,7,,,,,,,,,58,58,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X78,N10,X,78,N,10,,,,,,,,,58,58,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X78,N15,X,78,N,15,,,,,,,,,58,58,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X78,N20,X,78,N,20,,,,,,,,,58,58,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X78,X58,X,78,X,58,,,,,,,,,58,58,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X79,N5,X,79,N,5,,,,,,,,,59,59,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X79,N7,X,79,N,7,,,,,,,,,59,59,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X79,N10,X,79,N,10,,,,,,,,,59,59,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X79,N15,X,79,N,15,,,,,,,,,59,59,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X79,N20,X,79,N,20,,,,,,,,,59,59,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X79,X59,X,79,X,59,,,,,,,,,59,59,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X80,N5,X,80,N,5,,,,,,,,,60,60,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X80,N7,X,80,N,7,,,,,,,,,60,60,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X80,N10,X,80,N,10,,,,,,,,,60,60,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X80,N15,X,80,N,15,,,,,,,,,60,60,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X80,N20,X,80,N,20,,,,,,,,,60,60,X,,,,,,,,,,,,,,,,,,,,,,,
1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,1772,32,한화생명 e연금저축보험 확정기간연금형(20년) 무배당,X80,X60,X,80,X,60,,,,,,,,,60,60,X,,,,,,,,,,,,,,,,,,,,,,,
